,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
261,CNN,Tue Mar 27 01:42:33 +0000 2018,RT @CNNPolitics: President Trump writes a letter to the family of Parkland victim Meadow Pollack https://t.co/LzyPzCd7Jg https://t.co/MbO4v…,-0.2732,0.0,0.877,0.123,62
262,CNN,Tue Mar 27 01:40:31 +0000 2018,"In her 1st trip to New York's capital since announcing her gubernatorial campaign, Cynthia Nixon referred to Gov. C… https://t.co/OLiBFbabAA",0.0,0.0,1.0,0.0,63
263,CNN,Tue Mar 27 01:39:08 +0000 2018,"As a young girl growing up in New Jersey in the wake of 9/11, Amani Al-Khatahtbeh concealed the fact that she was M… https://t.co/EEiAd3j3SH",0.1779,0.072,0.928,0.0,64
264,CNN,Tue Mar 27 01:30:11 +0000 2018,An immigration bill you've never heard of will solve US's labor shortage https://t.co/HQ2aN7ltWm https://t.co/hHT8eJNm8Z,-0.0516,0.114,0.759,0.127,65
265,CNN,Tue Mar 27 01:25:03 +0000 2018,"President Trump pens a letter to the family of Parkland victim Meadow Pollack: ""We will not forget her life""… https://t.co/AvZlRrz8y5",-0.1114,0.08,0.819,0.101,66
266,CNN,Tue Mar 27 01:20:05 +0000 2018,"Democratic Sen. Bob Menendez warned that Interior Secretary Ryan Zinke is moving toward a ""lily-white"" agency with… https://t.co/uOCj7JrVtc",-0.2732,0.0,0.884,0.116,67
267,CNN,Tue Mar 27 01:15:07 +0000 2018,The Dow surges 669 points as trade war fears cool https://t.co/RjL3HozLCy https://t.co/T2qnWB0x03,-0.6597,0.128,0.5,0.372,68
268,CNN,Tue Mar 27 01:10:02 +0000 2018,"""For every article about Facebook's creepy stalker behavior, thousands of other companies are breathing a collectiv… https://t.co/I73hKkxFSS",0.0,0.0,1.0,0.0,69
269,CNN,Tue Mar 27 01:00:25 +0000 2018,"Bill Gates tells Nigerian leaders to ""face facts"" so they can make progress https://t.co/K245VTHQnl https://t.co/wqa0Ra2lck",0.4215,0.167,0.833,0.0,70
270,CNN,Tue Mar 27 00:55:04 +0000 2018,A former Obama White House official says the US government could have thwarted a Russian troll group's attempts to… https://t.co/9WOOoArQUR,-0.0258,0.0,0.939,0.061,71
271,CNN,Tue Mar 27 00:51:19 +0000 2018,"RT @OutFrontCNN: After Sunday evening's wide-ranging and detailed interview on 60 Minutes, the President may need to hunker down - his 60 d…",0.0,0.0,1.0,0.0,72
272,CNN,Tue Mar 27 00:50:03 +0000 2018,"Most people don't think the ""law and order"" president respects the rule of law | Analysis by CNN's Gregory Krieg an… https://t.co/ivKsF9ynqh",0.3182,0.103,0.897,0.0,73
273,CNN,Tue Mar 27 00:45:05 +0000 2018,"Arianna Huffington wants to help fix our ""culture of burnout"" https://t.co/DVjrNGcZWt https://t.co/rLd8rueFVp",0.4019,0.197,0.803,0.0,74
274,CNN,Tue Mar 27 00:40:07 +0000 2018,"A former NFL cheerleader, who was fired in part for an Instagram post that was deemed inappropriate, is alleging ge… https://t.co/qlohRXB1ml",-0.4019,0.081,0.766,0.153,75
275,CNN,Tue Mar 27 00:35:04 +0000 2018,Trump's approval rating is *this* close to Obama's and Reagan's | Analysis by CNN's Z. Byron Wolf… https://t.co/EL7FdNDYaC,0.4767,0.162,0.838,0.0,76
276,CNN,Tue Mar 27 00:30:16 +0000 2018,Killer Mike posted two videos on Sunday apologizing for a video interview he did with the NRA… https://t.co/V3cMEoDV0W,-0.6808,0.0,0.728,0.272,77
277,CNN,Tue Mar 27 00:25:04 +0000 2018,Mueller's critics are wrong about his role | By Michael Zeldin via @CNNOpinion https://t.co/5oN0lvV3nV https://t.co/LzDb4qcuAt,-0.6486,0.0,0.694,0.306,78
278,CNN,Tue Mar 27 00:22:00 +0000 2018,"Jared Kushner’s meetings are under investigation for potential conflicts, a letter from the Office of Government Et… https://t.co/kUglZm2CcE",-0.3818,0.0,0.86,0.14,79
279,CNN,Tue Mar 27 00:15:06 +0000 2018,Wall Street's head-spinning reaction to trade headlines https://t.co/wHPLURl5BV https://t.co/i1AJ0jPopN,0.0,0.0,1.0,0.0,80
280,CNN,Tue Mar 27 00:12:51 +0000 2018,"RT @OutFrontCNN: ""You just can't have a person in that position who does not have a full security clearance"" - Joan Walsh of The Nation res…",-0.2584,0.0,0.915,0.085,81
281,CNN,Tue Mar 27 00:10:06 +0000 2018,"President Trump has stayed in touch with Rob Porter, a former aide who resigned after accusations of spousal abuse… https://t.co/0CcPRf1i0Y",-0.7845,0.0,0.669,0.331,82
282,CNN,Tue Mar 27 00:05:30 +0000 2018,Starting now: Anderson Cooper's interview with Stormy Daniels replays now on CNN. https://t.co/UYpqI3esEb https://t.co/87zXwajZTN,0.0,0.0,1.0,0.0,83
283,CNN,Tue Mar 27 00:05:09 +0000 2018,You'll know the gun control movement is winning when... | Analysis by CNN's Gregory Krieg https://t.co/iT8rw9CkXI https://t.co/bOlllLHuu9,0.25,0.172,0.707,0.121,84
284,CNN,Tue Mar 27 00:00:19 +0000 2018,Austin seeks peace amid the grief https://t.co/ceCQor8DX3 | via @CNNOpinion https://t.co/aK3Q1IB0o5,0.0772,0.238,0.544,0.218,85
285,CNN,Mon Mar 26 23:55:17 +0000 2018,Did the Trump campaign and John Bolton's super PAC get help from overseas? | By Fred Wertheimer and Norman Eisen fo… https://t.co/dTabQC4fK6,0.765,0.258,0.742,0.0,86
286,CNN,Mon Mar 26 23:48:48 +0000 2018,These are all the countries that are expelling Russian diplomats https://t.co/kDqWGm1Lnp https://t.co/JPKciaQwCQ,-0.3818,0.0,0.809,0.191,87
287,CNN,Mon Mar 26 23:45:04 +0000 2018,How the cricket cheating scandal in Australia harms the national psyche https://t.co/6E7MA3eiti | via @CNNOpinion https://t.co/cYJlFKlMMY,-0.8658,0.0,0.553,0.447,88
288,CNN,Mon Mar 26 23:38:28 +0000 2018,The bankruptcy of Remington marks a blow to the gun industry and the decline of one of America's oldest gun compani… https://t.co/G2PWuxAspF,-0.5859,0.0,0.798,0.202,89
289,CNN,Mon Mar 26 23:30:14 +0000 2018,Iceland is bringing geothermal heating to China https://t.co/Wf4gihkyDN https://t.co/f0hoj5EIA0,0.0,0.0,1.0,0.0,90
290,CNN,Mon Mar 26 23:15:03 +0000 2018,Garry Shandling and Arthur Miller profiled in deeply personal HBO docs https://t.co/1X8tKxUvjh https://t.co/KMrwH3hLUS,0.0,0.0,1.0,0.0,91
291,CNN,Mon Mar 26 23:10:09 +0000 2018,.@AriannaHuff tells @PoppyHarlowCNN we need to “disconnect in a connected world today” and why she wants to you to… https://t.co/Bwr5LYw2kh,0.0,0.0,1.0,0.0,92
292,CNN,Mon Mar 26 23:05:01 +0000 2018,"Netflix has its eye on another season of ""Queer Eye for the Straight Guy"" https://t.co/cziEB1gMeG https://t.co/UA5gAd6tyv",0.2263,0.112,0.888,0.0,93
293,CNN,Mon Mar 26 23:00:28 +0000 2018,"""The Terror"" finds icy horror in doomed voyage https://t.co/7AhoP75z49 https://t.co/JOO4f5SDAU",-0.9062,0.0,0.383,0.617,94
294,CNN,Mon Mar 26 22:55:04 +0000 2018,"Do you have a right to know who's watching you on the internet, and how? This privacy activist is on a mission to g… https://t.co/8jfIHVbau2",0.0,0.0,1.0,0.0,95
295,CNN,Mon Mar 26 22:45:07 +0000 2018,Mystery train carries rumors about a Kim Jong Un visit to China https://t.co/LzOjWoxf0r https://t.co/afC1hRZxie,0.0,0.0,1.0,0.0,96
296,CNN,Mon Mar 26 22:41:27 +0000 2018,"President Trump's approval rating rose to 42% in a new CNN poll, its highest level since the 100-day mark of Trump'… https://t.co/jAaIkC2jnz",0.4767,0.134,0.866,0.0,97
297,CNN,Mon Mar 26 22:40:57 +0000 2018,Harry Potter inspired the Parkland generation | By Rachel Sklar via @CNNOpinion https://t.co/ZUO9Nkl3Wu https://t.co/7bWW4yIncy,0.4939,0.211,0.789,0.0,98
298,CNN,Mon Mar 26 22:32:24 +0000 2018,"Cambridge Analytica sent non-US citizens to work on American campaigns during the 2014 midterm election cycle, a fo… https://t.co/SUkg3i2FWc",0.0,0.0,1.0,0.0,99
299,CNN,Mon Mar 26 22:31:16 +0000 2018,"RT @CNNMoney: ""It's easy to take for granted all of these gifts Mother Nature gives us."" Director Darren Aronofsky and producer Ari Handel…",0.5994,0.189,0.811,0.0,100
300,Fox,Tue Mar 27 09:00:45 +0000 2018,@darngooood I’m perpetually inspired by your clothing style. ???,0.4939,0.286,0.714,0.0,1
301,Fox,Tue Mar 27 02:09:57 +0000 2018,"@mspowahs ugh damn Facebook, the root of evil",-0.872,0.0,0.336,0.664,2
302,Fox,Tue Mar 27 01:25:24 +0000 2018,"Company: Diversity and inclusion are really important to us!

Company has:

? Zero women
? Women only in support, m… https://t.co/MZmNK67D6a",0.623,0.23,0.77,0.0,3
303,Fox,Tue Mar 27 00:54:50 +0000 2018,"RT @zeynep: Show me your budget and business model, and I’ll know your actual priorities. The rest is mostly PR. https://t.co/hy3XyoW3Lt",0.0,0.0,1.0,0.0,4
304,Fox,Mon Mar 26 23:23:04 +0000 2018,@jennwrites the voices are coming from inside the house,0.0,0.0,1.0,0.0,5
305,Fox,Mon Mar 26 23:22:32 +0000 2018,@lara_hogan Congratulations! You both look fantastic. ?,0.8313,0.661,0.339,0.0,6
306,Fox,Mon Mar 26 22:37:19 +0000 2018,"RT @menajew: There’s a common misconception that you can’t be Disabled and happy. That you can’t express joy, and if you do, you must not b…",0.8176,0.246,0.754,0.0,7
307,Fox,Mon Mar 26 22:25:49 +0000 2018,"Meanwhile in Poland, where the government is still trying to push an abortion ban and curb women’s rights. https://t.co/zTmJo9P2gy",-0.5574,0.0,0.833,0.167,8
308,Fox,Mon Mar 26 07:00:10 +0000 2018,"A casual reminder that you don’t need to be an entrepreneur, founder, C-level exec or a manager for your work to ma… https://t.co/jcxAagr1cL",0.2023,0.083,0.917,0.0,9
309,Fox,Mon Mar 26 06:58:15 +0000 2018,"@kouky @benschwarz It’s for me, obviously",0.0,0.0,1.0,0.0,10
310,Fox,Mon Mar 26 03:56:41 +0000 2018,"Seriously, @wnotw? Alcohol is the top perk you can think of? https://t.co/itaV4XwmOZ",0.1179,0.156,0.722,0.123,11
311,Fox,Mon Mar 26 03:44:31 +0000 2018,RT @sarahcuda: this is well put. https://t.co/5sDOcqX29b,0.2732,0.259,0.741,0.0,12
312,Fox,Mon Mar 26 02:47:03 +0000 2018,I need this pin immediately. https://t.co/EHTEFefzop,0.0,0.0,1.0,0.0,13
313,Fox,Mon Mar 26 02:42:53 +0000 2018,@dgoodlad might be of your interest https://t.co/pS2X5ExrLs,0.4588,0.333,0.667,0.0,14
314,Fox,Mon Mar 26 00:26:16 +0000 2018,"Less mentoring, more empowerment.",0.0,0.0,1.0,0.0,15
315,Fox,Mon Mar 26 00:07:12 +0000 2018,"My life in a nutshell (plus a few great strategies on not talking about “being a woman in tech”).

?? @vaurorapub!

https://t.co/aTlTP0F8jI",0.6588,0.196,0.804,0.0,16
316,Fox,Mon Mar 26 00:05:56 +0000 2018,"Do yourself a favour and read this fantastic piece by @sw and @vaurorapub on getting free from toxic tech culture.

https://t.co/CzPs8FaBcL",0.8873,0.381,0.619,0.0,17
317,Fox,Sun Mar 25 23:28:32 +0000 2018,"After running a 4-day conference and I’m now back on calling out exclusion and toxic tech culture.

????? ??",-0.296,0.0,0.885,0.115,18
318,Fox,Sun Mar 25 20:48:09 +0000 2018,"@benschwarz @adactio Also coffee at Karma, sweets at Massolit Bakery, wine at Charlotte, beer at Multi Qlti :)",0.7351,0.279,0.721,0.0,19
319,Fox,Sun Mar 25 01:36:33 +0000 2018,RT @bubsolow: starting the job hunt ? would appreciate any junior developer roles / feedback on my resume https://t.co/PiSPoASsEf,0.4019,0.144,0.856,0.0,20
320,Fox,Sat Mar 24 20:59:43 +0000 2018,"@jennschiffer @laras126 @gr2m @jimthoburn @rouzbeh84 Yep, I just wanted to clarify why I was asking :)",0.6369,0.302,0.698,0.0,21
321,Fox,Sat Mar 24 20:44:20 +0000 2018,"@jennschiffer @laras126 @gr2m @jimthoburn @rouzbeh84 I understand that, however I’d like to point out that there ar… https://t.co/Bn3xxN1M2S",0.3612,0.135,0.865,0.0,22
322,Fox,Sat Mar 24 10:01:49 +0000 2018,My event organizing performance review lies in community impressions. ?? https://t.co/4mzFEwwzKR,-0.2263,0.139,0.657,0.204,23
323,Fox,Sat Mar 24 09:37:21 +0000 2018,@laras126 @gr2m @jimthoburn @rouzbeh84 @jennschiffer Hmmmm... did that go through the rules for running a CSSConf? https://t.co/KaFgIwo4Rd,0.0,0.0,1.0,0.0,24
324,Fox,Sat Mar 24 01:41:30 +0000 2018,"I wish all of the brands capitalizing on the feminist movement at least had some baseline of inclusion.

Make it in… https://t.co/yK3F8MMBP0",0.4019,0.119,0.881,0.0,25
325,Fox,Fri Mar 23 23:03:43 +0000 2018,"Looking to read some new, good product and design books. Any recommendations for publications within the last 3 years? ?",0.4404,0.146,0.854,0.0,26
326,Fox,Fri Mar 23 23:03:00 +0000 2018,"@tsunamino omg, so excellent!",0.7213,0.627,0.373,0.0,27
327,Fox,Fri Mar 23 22:54:03 +0000 2018,@sch Sure! Thank you for being open to chatting. Emailed. :),0.7959,0.503,0.497,0.0,28
328,Fox,Fri Mar 23 22:32:15 +0000 2018,"@sch I’m in Melbourne, which has 5 hours overlap with SF :)",0.4588,0.231,0.769,0.0,29
329,Fox,Fri Mar 23 22:17:43 +0000 2018,@sch hey! I’m assuming this isn’t a remote job?,0.0,0.0,1.0,0.0,30
330,Fox,Fri Mar 23 22:09:16 +0000 2018,"@jasonfried I always really enjoyed 37signals’ books, but I can’t unsee the ableism in the title...",0.3174,0.15,0.85,0.0,31
331,Fox,Fri Mar 23 22:08:00 +0000 2018,I’d love to have more time to build up my professional portfolio but it’s hard to focus when there’s no job securit… https://t.co/QOnLi6v91M,-0.2023,0.096,0.741,0.163,32
332,Fox,Fri Mar 23 22:05:46 +0000 2018,"As much as I love connecting with fellow women at tech events, it always breaks my heart so much that half of the c… https://t.co/DlZtj3F2AQ",0.6369,0.154,0.846,0.0,33
333,Fox,Fri Mar 23 22:04:12 +0000 2018,"@mapotato I’m so sorry about this, Theresa. We will try to find out the name of the offender. There will be consequences.",-0.5009,0.0,0.825,0.175,34
334,Fox,Fri Mar 23 22:02:44 +0000 2018,Inclusion sections on careers pages mean nothing if you can’t reply to all candidates no matter the outcome and giv… https://t.co/JrBPxHYF7m,-0.2732,0.049,0.852,0.099,35
335,Fox,Fri Mar 23 10:19:46 +0000 2018,@almonk @jgwhite @itchymutt Interesting. I’d be keen to chat in that case :),0.802,0.451,0.549,0.0,36
336,Fox,Fri Mar 23 10:08:18 +0000 2018,RT @duyenho: Hats off to @Fox for being the real deal ? Thank you Karolina and @benschwarz for the last ever #jsconfau18 https://t.co/8oRoy…,0.3612,0.106,0.894,0.0,37
337,Fox,Fri Mar 23 10:08:07 +0000 2018,RT @not_sherry_wine: Shoutout to @fox and @benschwarz for the fantastic #JSConfAU18. The opportunity program is one of the best gift I’ve b…,0.926,0.429,0.571,0.0,38
338,Fox,Fri Mar 23 08:32:21 +0000 2018,"RT @the_patima: ?? I have something to tell you all...

I'm going to Berlin in June to speak at @jsconfeu!!!! ?

? It's my 1st ever trip to…",0.0,0.0,1.0,0.0,39
339,Fox,Fri Mar 23 08:30:43 +0000 2018,@itchymutt @heroku SF-based?,0.0,0.0,1.0,0.0,40
340,Fox,Fri Mar 23 03:38:24 +0000 2018,RT @susanthesquark: I've said it a million times and I'll keep shouting it from the rooftops: a company's diversity and inclusion efforts m…,0.0,0.0,1.0,0.0,41
341,Fox,Thu Mar 22 23:43:23 +0000 2018,"Apparently someone said that they’re only afraid of meeting two people; @dhh and myself.

I will take this as a compliment.",0.4767,0.147,0.853,0.0,42
342,Fox,Thu Mar 22 20:41:52 +0000 2018,"That’s a wrap, everyone. CSSConf and JSConf Australia are now a thing of a past.

Hope we left you inspired and with new friends.

?",0.8481,0.338,0.662,0.0,43
343,Fox,Thu Mar 22 20:29:50 +0000 2018,"@robodana Thank you for your kind words, Dana! I’m glad you’ve enjoyed it",0.9098,0.581,0.419,0.0,44
344,Fox,Thu Mar 22 20:29:29 +0000 2018,"@kriesse @benschwarz Texting from bed, yes ?",0.4019,0.351,0.649,0.0,45
345,Fox,Thu Mar 22 01:21:07 +0000 2018,"@sentience Ah, interesting! Great photos ??",0.7959,0.639,0.361,0.0,46
346,Fox,Thu Mar 22 01:09:38 +0000 2018,@sentience what camera and lenses are you using? Fuji or Leica? The quality is quite great.,0.6959,0.241,0.759,0.0,47
347,Fox,Wed Mar 21 23:17:34 +0000 2018,"RT @JSConfAU: Did you enjoy the live stream today? Great, because we’re doing it again today.

Tune in for awesome tech talks. ??? #jsconfa…",0.9081,0.352,0.648,0.0,48
348,Fox,Wed Mar 21 22:35:50 +0000 2018,"I have so many subtweets about people misbehaving in subtle ways at conferences I could probably write a book by now. 

Last day to go!",-0.4574,0.0,0.875,0.125,49
349,Fox,Wed Mar 21 01:30:04 +0000 2018,"RT @fox: ??? Hi everyone! I’m searching for new opportunities. 

I’m looking for multidisciplinary product, front-end and leadership roles.…",0.4389,0.138,0.862,0.0,50
350,Fox,Tue Mar 20 23:43:13 +0000 2018,@RedRoxProjects Thank you! ?,0.4199,0.583,0.417,0.0,51
351,Fox,Tue Mar 20 23:21:08 +0000 2018,@agisilaosts thank you! ?,0.4199,0.583,0.417,0.0,52
352,Fox,Tue Mar 20 22:30:20 +0000 2018,"We’re live streaming @jsconfau talks all day today and tomorrow. Starting in 30 minutes!

https://t.co/ttIzoV4Cjz",0.0,0.0,1.0,0.0,53
353,Fox,Tue Mar 20 19:54:47 +0000 2018,RT @frameshiftllc: New angle for change in VC: founders refusing to take funding from all-male all-white firms https://t.co/AMi8UJbTGO,-0.4019,0.0,0.863,0.137,54
354,Fox,Tue Mar 20 19:54:21 +0000 2018,@sentience @benschwarz @glenmaddern @xzyfer @jordanlewiz I like how everyone is wearing black or tan pants.,0.3612,0.161,0.839,0.0,55
355,Fox,Tue Mar 20 18:46:00 +0000 2018,"@kriesse @benschwarz ??????

I’ll have a celebration of lying face down in a few days.",-0.5267,0.0,0.779,0.221,56
356,Fox,Tue Mar 20 05:15:04 +0000 2018,@butwhoiskat thank you!,0.4199,0.583,0.417,0.0,57
357,Fox,Mon Mar 19 23:38:23 +0000 2018,"Here it goes. Last 8 months of constant work will happen within the next 3 days.

https://t.co/c48sQqdnXv",0.0,0.0,1.0,0.0,58
358,Fox,Mon Mar 19 22:55:26 +0000 2018,"RT @cssconfau: Guess what?

Even if you aren’t here, you can watch all the talks LIVE! ?

Tune into the live stream here. #cssconfau18 

ht…",0.0,0.0,1.0,0.0,59
359,Fox,Mon Mar 19 10:25:22 +0000 2018,"@amyngyn hahaha. I actually never been, but I’ve heard the bar is great. :)",0.9178,0.544,0.456,0.0,60
360,Fox,Mon Mar 19 06:54:56 +0000 2018,@amyngyn Loui Bar?,0.0,0.0,1.0,0.0,61
361,Fox,Mon Mar 19 00:57:53 +0000 2018,RT @LJKenward: Hey friends! ? Who's hiring Junior Devs at the moment? I have some awesome people from the @juniordev_io Community currently…,0.8172,0.294,0.706,0.0,62
362,Fox,Mon Mar 19 00:08:00 +0000 2018,Don’t forget about the Community Social today! EVERYONE IS WELCOME (even if you don’t hold a CSSConf or JSConf tick… https://t.co/6c79TcKFCi,0.481,0.168,0.752,0.079,63
363,Fox,Sun Mar 18 23:11:31 +0000 2018,Toxic tech industry creates a fake vision of what each of us (especially minorities) have to be and achieve to be ”… https://t.co/yfXZ5nxCJ7,0.0,0.156,0.725,0.118,64
364,Fox,Sun Mar 18 21:53:04 +0000 2018,"@amyngyn I never introduce myself. The focus is on content, not myself. Also I don’t feel like I need to justify my cred. :)",0.6705,0.224,0.776,0.0,65
365,Fox,Sun Mar 18 03:17:02 +0000 2018,Today I got kissed by a dingo. ????? https://t.co/FDQsVw2anl,0.3818,0.302,0.698,0.0,66
366,Fox,Sat Mar 17 21:10:23 +0000 2018,"@Sareh88 Thank you, Sareh! That’s very kind. ??",0.7569,0.519,0.481,0.0,67
367,Fox,Sat Mar 17 08:20:32 +0000 2018,@meelijane https://t.co/Y5wM3nCdsH in Northcote. I’ve tested many and this one is orders of magnitude better than everywhere else. :),0.7096,0.258,0.742,0.0,68
368,Fox,Sat Mar 17 07:02:55 +0000 2018,One of many reasons why I love my yoga studio so much is how meditative the practice is and how all the instructors… https://t.co/VXfSqdo6bk,0.765,0.239,0.761,0.0,69
369,Fox,Sat Mar 17 06:59:15 +0000 2018,"@IvanaMcConnell I can only help ruin your bank account further, sorry. ?",-0.34,0.182,0.473,0.345,70
370,Fox,Sat Mar 17 06:58:49 +0000 2018,"RT @slamup: people love to say

     no child is born 
     with hate in their heart

which is all very
romantic

but from the moment
a bla…",0.1646,0.156,0.711,0.134,71
371,Fox,Sat Mar 17 04:44:27 +0000 2018,"@evanderkoogh Nope, we are at full capacity of the venue. :)",0.4588,0.231,0.769,0.0,72
372,Fox,Sat Mar 17 04:43:03 +0000 2018,"RT @cssconfau: Come and celebrate with us at pre CSSConf and JSConf AU community social!

? Monday, March 19, 6pm onwards
?Stomping Ground…",0.6114,0.16,0.84,0.0,73
373,Fox,Sat Mar 17 03:16:57 +0000 2018,"@noahmp Heh, dang :) worth asking nonetheless.",0.5106,0.467,0.381,0.152,74
374,Fox,Sat Mar 17 03:10:32 +0000 2018,@noahmp ?? is this a SF-based role?,0.0,0.0,1.0,0.0,75
375,Fox,Fri Mar 16 23:36:37 +0000 2018,RT @mbrockenbrough: Here's a point worth making every so often. The patriarchy isn't men. It's a system that prefers them. Wanting to disma…,0.2263,0.087,0.913,0.0,76
376,Fox,Fri Mar 16 23:36:24 +0000 2018,@madalynrose Thank you so much ?? looking forward to meeting you! ?,0.4199,0.218,0.782,0.0,77
377,Fox,Fri Mar 16 23:27:46 +0000 2018,"@andymcmillan Thanks, Andy! You are an inspiration for me too! ?",0.7835,0.463,0.537,0.0,78
378,Fox,Fri Mar 16 23:27:14 +0000 2018,@evanderkoogh Hey Erwin! Thanks so much. We can chat during the events. :),0.7345,0.36,0.64,0.0,79
379,Fox,Fri Mar 16 23:11:30 +0000 2018,I don’t know what or who I’m most disappointed with to allow community work put my career in the background (again)… https://t.co/khOCa8rLHV,-0.3597,0.078,0.782,0.14,80
380,Fox,Fri Mar 16 23:09:07 +0000 2018,This time was supposed to be split between the conference and product work that would set me up for looking for a j… https://t.co/mOoFPPnV5w,0.0,0.0,1.0,0.0,81
381,Fox,Fri Mar 16 23:07:25 +0000 2018,"Over the last 6+ months, I’ve sacrificed all the time I had to run CSSConf and JSConf AU. I’ve set the highest stan… https://t.co/QRvns2lJs8",0.0,0.0,1.0,0.0,82
382,Fox,Fri Mar 16 23:00:59 +0000 2018,"RT @katebevan: LAYDEEZ!!!! Worried that VPNs are too hard for your fluffy ladybrain??? Never fear, a fuckwitted BroCo called @keepsafe is h…",-0.818,0.0,0.679,0.321,83
383,Fox,Fri Mar 16 22:40:18 +0000 2018,@sarah_edo thank you! ?,0.4199,0.583,0.417,0.0,84
384,Fox,Fri Mar 16 20:34:54 +0000 2018,I can’t wait to come back to lovey Portland and see what wonderful thing @andymcmillan and @waxpancake are preparin… https://t.co/3rfz3ShOEU,0.5719,0.171,0.829,0.0,85
385,Fox,Fri Mar 16 04:01:44 +0000 2018,@jennwrites thank you! I miss you too ???,0.2942,0.297,0.532,0.17,86
386,Fox,Fri Mar 16 01:52:07 +0000 2018,"To the young woman wearing a “the future is female” tee:

The
Future
Is
Intersectional",0.0,0.0,1.0,0.0,87
387,Fox,Fri Mar 16 01:33:25 +0000 2018,"Cannot agree with this more. I constantly get asked for free diversity, inclusion, community or general workplace a… https://t.co/M9hOz6A980",0.7003,0.266,0.734,0.0,88
388,Fox,Fri Mar 16 00:36:14 +0000 2018,"@pat @coryannj @kckal Oh, I have not seen it. Will register. ??",0.0,0.0,1.0,0.0,89
389,Fox,Thu Mar 15 23:44:49 +0000 2018,Four days to go. https://t.co/RYxiCmMEFp,0.0,0.0,1.0,0.0,90
390,Fox,Thu Mar 15 22:04:46 +0000 2018,"Ellen already had a lasting impact on diversity and inclusion spanning beyond the tech industry. 

I can’t wait to… https://t.co/1QFSP6DHyQ",0.0,0.0,1.0,0.0,91
391,Fox,Thu Mar 15 22:03:16 +0000 2018,@jordwalsh ?? interesting! Would you be able to email me more details? hi at https://t.co/vah0lKcYeo. ?,0.4574,0.176,0.824,0.0,92
392,Fox,Thu Mar 15 21:51:34 +0000 2018,My last two weeks were spent in email. Conference organiser life. https://t.co/h5hlszzyjv,0.0,0.0,1.0,0.0,93
393,Fox,Thu Mar 15 02:58:59 +0000 2018,This video with Jeff Goldblum is everything. https://t.co/vo5HSwuOUP,0.0,0.0,1.0,0.0,94
394,Fox,Thu Mar 15 00:17:24 +0000 2018,"Accepting talk proposals for conferences on a rolling basis: no no no no.

First come first serve doesn’t work for inclusion.",-0.6369,0.098,0.568,0.333,95
395,Fox,Thu Mar 15 00:05:26 +0000 2018,"If you are in Melbourne on Monday, March 19, we’re opening @cssconfau, @jsconfau and @decompressau with a Community… https://t.co/OyPVisZXYn",0.0,0.0,1.0,0.0,96
396,Fox,Wed Mar 14 22:35:40 +0000 2018,Australia is racist as hell. https://t.co/EIRFzejhsi,-0.8625,0.0,0.317,0.683,97
397,Fox,Wed Mar 14 22:08:53 +0000 2018,"RT @sarahmei: ? PSA: when you're building a diverse team, you're looking for culture _add_, not culture _fit_. Hire people who bring a pers…",0.0,0.0,1.0,0.0,98
398,Fox,Wed Mar 14 21:32:48 +0000 2018,RT @piamancini: ok I need help. I really really want to hire a kickass developer who also happens to be a woman (backend pref.) What are th…,0.6976,0.253,0.747,0.0,99
399,Fox,Wed Mar 14 21:32:37 +0000 2018,"@piamancini Hey Pia! Thanks for reaching out ?? Unfortunately, software engineering isn’t my background; I’m a FE d… https://t.co/1IEwNKyc9q",0.3802,0.223,0.67,0.107,100
400,NYTimes,Tue Mar 27 12:31:05 +0000 2018,Linda Brown came to symbolize one of the most transformative court proceedings in American history https://t.co/vUcEP99A3g,0.0,0.0,1.0,0.0,1
401,NYTimes,Tue Mar 27 12:14:03 +0000 2018,"A housemate of the Austin bomber has become a ""person of interest"" in the investigation https://t.co/thNrBdpcJM",0.4588,0.188,0.812,0.0,2
402,NYTimes,Tue Mar 27 12:00:10 +0000 2018,"Your daily @DealBook Briefing:

• Citigroup became the biggest Wall Street firm thus far to take actions to limit g… https://t.co/trOfabkKIY",0.0,0.0,1.0,0.0,3
403,NYTimes,Tue Mar 27 11:44:04 +0000 2018,"Lobster, wine and ""lady conductors"": What we know about North Korea's mystery train https://t.co/PCuXFczwwb",0.0,0.0,1.0,0.0,4
404,NYTimes,Tue Mar 27 11:30:01 +0000 2018,"""From a European perspective, the shock comes from the fact that the U.S. is now seen as a destabilizing force, lik… https://t.co/IMDcz7Nj2v",-0.3818,0.0,0.88,0.12,5
405,NYTimes,Tue Mar 27 11:16:02 +0000 2018,"Eight years ago, the United States and Russia agreed to a spy swap that sent a Russian double agent to safety in Br… https://t.co/5Dv7DOef5y",0.7717,0.288,0.712,0.0,6
406,NYTimes,Tue Mar 27 11:00:12 +0000 2018,"The former dean of Michigan State University’s medical school, who supervised the disgraced physician Lawrence Nass… https://t.co/zvJMTgrnB7",-0.4588,0.0,0.842,0.158,7
407,NYTimes,Tue Mar 27 10:45:04 +0000 2018,"Within 30 seconds of arriving, Deputy Brewer had exited his car, confronted a man in the street whose pants were ar… https://t.co/LzNamOCMQf",-0.2023,0.0,0.917,0.083,8
